Age,Gender,City,Device_Type,Payment_Method,Email,Test_Group,Campaign_Result
44,Female,Bursa,Desktop,Cash on Delivery,kevin01@example.com,Test C,Failed
28,Female,Izmir,Tablet,Credit Card,kimberlymoore@example.org,Test A,Success
41,Male,Konya,Desktop,Bank Transfer,zshepard@example.org,Test C,Failed
40,Female,Antalya,Mobile,Credit Card,eric61@example.org,Test A,Success
37,Male,Bursa,Desktop,Cash on Delivery,marquezamanda@example.net,Test C,Failed
36,Female,Bursa,Desktop,Bank Transfer,andrea25@example.org,Test C,Failed
29,Female,Antalya,Tablet,Credit Card,kimberly31@example.org,Test A,Success
38,Male,Izmir,Tablet,Credit Card,rhodesrebekah@example.com,Test A,Success
29,Female,Izmir,Mobile,Credit Card,nicholaswelch@example.org,Test A,Success
20,Female,Istanbul,Mobile,Digital Wallet,gward@example.net,Test B,Success
23,Female,Ankara,Mobile,Credit Card,fpearson@example.org,Test B,Success
33,Male,Konya,Desktop,Cash on Delivery,rebeccamcconnell@example.com,Test C,Success
40,Female,Konya,Desktop,Bank Transfer,sullivanwendy@example.org,Test C,Failed
39,Male,Konya,Desktop,Bank Transfer,hullbrian@example.net,Test C,Success
31,Male,Antalya,Mobile,Credit Card,kmcintosh@example.com,Test A,Success
36,Male,Izmir,Tablet,Credit Card,xlee@example.net,Test A,Success
21,Female,Istanbul,Mobile,Credit Card,travispowell@example.com,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,amber35@example.net,Test B,Success
26,Female,Ankara,Mobile,Digital Wallet,stevenparker@example.com,Test B,Success
36,Female,Konya,Desktop,Bank Transfer,jared32@example.com,Test C,Failed
35,Male,Izmir,Tablet,Credit Card,hwilliamson@example.org,Test A,Success
30,Female,Izmir,Mobile,Credit Card,roger45@example.org,Test A,Success
42,Female,Konya,Desktop,Cash on Delivery,manuelmeyers@example.org,Test C,Failed
40,Male,Bursa,Desktop,Cash on Delivery,rogersamy@example.org,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,ssmith@example.com,Test B,Success
39,Female,Izmir,Mobile,Credit Card,charles10@example.org,Test A,Success
44,Female,Konya,Desktop,Bank Transfer,austingreer@example.com,Test C,Failed
39,Male,Bursa,Desktop,Bank Transfer,collieramanda@example.net,Test C,Failed
44,Male,Bursa,Desktop,Cash on Delivery,vincentgeorge@example.net,Test C,Failed
33,Female,Antalya,Tablet,Credit Card,collinscheryl@example.org,Test A,Success
25,Female,Istanbul,Mobile,Credit Card,devoncollins@example.com,Test B,Success
36,Female,Antalya,Tablet,Credit Card,emily31@example.org,Test A,Failed
20,Female,Istanbul,Mobile,Credit Card,smejia@example.org,Test B,Success
37,Male,Antalya,Tablet,Credit Card,sherry08@example.com,Test A,Failed
35,Female,Konya,Desktop,Bank Transfer,taylorbrent@example.org,Test C,Failed
23,Female,Istanbul,Mobile,Credit Card,wgoodwin@example.com,Test B,Success
42,Male,Bursa,Desktop,Cash on Delivery,rbean@example.com,Test C,Failed
43,Female,Konya,Desktop,Cash on Delivery,ray89@example.net,Test C,Failed
22,Female,Istanbul,Mobile,Credit Card,ramirezjennifer@example.com,Test B,Success
33,Male,Konya,Desktop,Bank Transfer,andrewsjoanna@example.com,Test C,Failed
34,Male,Konya,Desktop,Cash on Delivery,michael69@example.net,Test C,Failed
44,Female,Bursa,Desktop,Cash on Delivery,tylerjones@example.org,Test C,Failed
33,Female,Konya,Desktop,Cash on Delivery,jonesmichelle@example.net,Test C,Success
26,Female,Istanbul,Mobile,Digital Wallet,briggsdennis@example.net,Test B,Success
33,Male,Konya,Desktop,Cash on Delivery,joshua56@example.net,Test C,Failed
33,Male,Bursa,Desktop,Bank Transfer,tony89@example.net,Test C,Failed
23,Female,Ankara,Mobile,Digital Wallet,xgrimes@example.net,Test B,Success
44,Female,Konya,Desktop,Cash on Delivery,mcdanielanna@example.com,Test C,Failed
30,Female,Izmir,Mobile,Credit Card,mary19@example.org,Test A,Success
20,Female,Istanbul,Mobile,Digital Wallet,daniellestokes@example.net,Test B,Success
34,Female,Konya,Desktop,Cash on Delivery,david20@example.org,Test C,Success
35,Female,Izmir,Mobile,Credit Card,sharonerickson@example.org,Test A,Success
35,Female,Izmir,Mobile,Credit Card,smithbrianna@example.com,Test A,Success
25,Female,Ankara,Mobile,Digital Wallet,jhart@example.net,Test B,Failed
40,Male,Bursa,Desktop,Cash on Delivery,smithsuzanne@example.net,Test C,Failed
22,Female,Istanbul,Mobile,Digital Wallet,gbenton@example.org,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,tkirk@example.org,Test B,Success
37,Female,Antalya,Mobile,Credit Card,stevensfrancisco@example.org,Test A,Success
33,Female,Konya,Desktop,Cash on Delivery,wrightwilliam@example.com,Test C,Failed
29,Male,Antalya,Tablet,Credit Card,karen17@example.com,Test A,Success
37,Male,Bursa,Desktop,Bank Transfer,twang@example.net,Test C,Failed
36,Female,Konya,Desktop,Cash on Delivery,dustinburke@example.org,Test C,Success
34,Male,Antalya,Mobile,Credit Card,qspencer@example.org,Test A,Success
25,Female,Istanbul,Mobile,Digital Wallet,andreagutierrez@example.com,Test B,Success
20,Female,Ankara,Mobile,Digital Wallet,erica05@example.com,Test B,Success
24,Female,Ankara,Mobile,Digital Wallet,trodriguez@example.com,Test B,Success
36,Female,Izmir,Tablet,Credit Card,krystalrobbins@example.net,Test A,Success
34,Female,Izmir,Mobile,Credit Card,megan10@example.net,Test A,Success
26,Female,Istanbul,Mobile,Credit Card,suewright@example.org,Test B,Success
30,Female,Antalya,Tablet,Credit Card,ashley25@example.com,Test A,Success
42,Male,Bursa,Desktop,Cash on Delivery,morganjose@example.com,Test C,Success
34,Female,Antalya,Mobile,Credit Card,joann07@example.org,Test A,Success
28,Female,Antalya,Mobile,Credit Card,hammondcristian@example.com,Test A,Success
26,Female,Ankara,Mobile,Credit Card,fspencer@example.net,Test B,Success
26,Female,Istanbul,Mobile,Credit Card,boltondavid@example.net,Test B,Success
34,Male,Bursa,Desktop,Cash on Delivery,robin73@example.com,Test C,Success
34,Female,Izmir,Tablet,Credit Card,mayabigail@example.net,Test A,Success
28,Female,Antalya,Tablet,Credit Card,kimberlypark@example.org,Test A,Success
34,Female,Bursa,Desktop,Cash on Delivery,jordan01@example.net,Test C,Failed
44,Female,Konya,Desktop,Bank Transfer,facosta@example.org,Test C,Failed
22,Female,Ankara,Mobile,Digital Wallet,caitlin15@example.com,Test B,Failed
25,Female,Ankara,Mobile,Credit Card,olivertyler@example.com,Test B,Success
39,Female,Izmir,Mobile,Credit Card,wcollins@example.net,Test A,Success
21,Female,Ankara,Mobile,Digital Wallet,alexandriaharper@example.org,Test B,Success
38,Male,Izmir,Tablet,Credit Card,tylercastillo@example.org,Test A,Success
45,Male,Bursa,Desktop,Cash on Delivery,megan37@example.net,Test C,Failed
33,Male,Izmir,Mobile,Credit Card,wrightjames@example.com,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,uherrera@example.net,Test B,Success
43,Male,Bursa,Desktop,Cash on Delivery,michaelrobinson@example.com,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,byrdjo@example.net,Test B,Success
23,Female,Ankara,Mobile,Credit Card,jessesanchez@example.net,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,lmcbride@example.com,Test B,Success
34,Male,Konya,Desktop,Cash on Delivery,michelewarren@example.com,Test C,Failed
34,Male,Konya,Desktop,Cash on Delivery,jonathanjackson@example.net,Test C,Failed
30,Female,Antalya,Mobile,Credit Card,justingibbs@example.com,Test A,Success
39,Male,Izmir,Tablet,Credit Card,collinspaul@example.org,Test A,Success
34,Female,Bursa,Desktop,Cash on Delivery,debramercer@example.com,Test C,Failed
25,Female,Ankara,Mobile,Digital Wallet,mariabrown@example.com,Test B,Failed
20,Female,Ankara,Mobile,Credit Card,tony25@example.net,Test B,Success
37,Male,Antalya,Mobile,Credit Card,sharphenry@example.com,Test A,Success
35,Female,Bursa,Desktop,Cash on Delivery,stephen50@example.com,Test C,Failed
42,Male,Bursa,Desktop,Bank Transfer,sarah82@example.net,Test C,Failed
38,Male,Bursa,Desktop,Cash on Delivery,rebeccaellis@example.org,Test C,Failed
35,Male,Izmir,Tablet,Credit Card,julie59@example.net,Test A,Failed
38,Female,Bursa,Desktop,Bank Transfer,smacias@example.org,Test C,Failed
29,Male,Izmir,Tablet,Credit Card,foxmartha@example.org,Test A,Success
21,Female,Ankara,Mobile,Digital Wallet,fbarr@example.org,Test B,Success
35,Female,Izmir,Mobile,Credit Card,sherry12@example.net,Test A,Failed
26,Female,Ankara,Mobile,Digital Wallet,christensenpatricia@example.net,Test B,Success
33,Female,Antalya,Mobile,Credit Card,darrell34@example.com,Test A,Failed
22,Female,Istanbul,Mobile,Credit Card,collinspaul@example.org,Test B,Success
33,Male,Konya,Desktop,Cash on Delivery,moralestheresa@example.net,Test C,Failed
35,Male,Izmir,Tablet,Credit Card,donnastewart@example.net,Test A,Success
23,Female,Istanbul,Mobile,Digital Wallet,sheilanolan@example.com,Test B,Success
22,Female,Ankara,Mobile,Digital Wallet,kelsey38@example.org,Test B,Success
42,Male,Konya,Desktop,Bank Transfer,gthompson@example.org,Test C,Failed
20,Female,Ankara,Mobile,Digital Wallet,ycarter@example.net,Test B,Success
38,Female,Bursa,Desktop,Bank Transfer,robin73@example.com,Test C,Failed
23,Female,Istanbul,Mobile,Credit Card,bobby29@example.com,Test B,Success
38,Female,Antalya,Mobile,Credit Card,brianbutler@example.org,Test A,Success
35,Female,Izmir,Tablet,Credit Card,cgonzalez@example.org,Test A,Success
20,Female,Istanbul,Mobile,Digital Wallet,wangamber@example.org,Test B,Failed
37,Male,Antalya,Mobile,Credit Card,lisaholt@example.net,Test A,Success
30,Female,Izmir,Mobile,Credit Card,sweeneyjames@example.net,Test A,Success
22,Female,Ankara,Mobile,Credit Card,davisjessica@example.com,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,pamela73@example.org,Test B,Success
39,Male,Bursa,Desktop,Bank Transfer,jacquelinemoore@example.com,Test C,Failed
33,Male,Bursa,Desktop,Bank Transfer,costazachary@example.net,Test C,Failed
21,Female,Istanbul,Mobile,Credit Card,sean68@example.org,Test B,Success
35,Female,Konya,Desktop,Cash on Delivery,davidgutierrez@example.net,Test C,Failed
38,Female,Izmir,Tablet,Credit Card,randrews@example.net,Test A,Success
20,Female,Ankara,Mobile,Digital Wallet,yramsey@example.net,Test B,Success
33,Female,Antalya,Mobile,Credit Card,fostermark@example.org,Test A,Success
26,Female,Istanbul,Mobile,Credit Card,marquezcatherine@example.com,Test B,Success
36,Female,Bursa,Desktop,Cash on Delivery,andrea06@example.com,Test C,Failed
42,Male,Bursa,Desktop,Cash on Delivery,kingjohn@example.org,Test C,Failed
30,Male,Antalya,Mobile,Credit Card,shirleygarcia@example.com,Test A,Success
23,Female,Ankara,Mobile,Digital Wallet,edward61@example.com,Test B,Success
29,Female,Antalya,Mobile,Credit Card,dawnanderson@example.net,Test A,Success
22,Female,Ankara,Mobile,Digital Wallet,robertcarter@example.com,Test B,Success
33,Female,Izmir,Mobile,Credit Card,andersonbobby@example.org,Test A,Success
44,Male,Konya,Desktop,Cash on Delivery,lisabrewer@example.com,Test C,Failed
28,Male,Izmir,Mobile,Credit Card,greenmelanie@example.com,Test A,Success
24,Female,Istanbul,Mobile,Credit Card,jared36@example.com,Test B,Success
21,Female,Istanbul,Mobile,Credit Card,elee@example.com,Test B,Success
32,Male,Antalya,Mobile,Credit Card,diazcaitlin@example.org,Test A,Success
26,Female,Istanbul,Mobile,Digital Wallet,brandonmendez@example.org,Test B,Success
45,Female,Konya,Desktop,Bank Transfer,derek42@example.com,Test C,Failed
44,Female,Bursa,Desktop,Bank Transfer,donhubbard@example.com,Test C,Success
35,Male,Izmir,Tablet,Credit Card,nporter@example.org,Test A,Success
28,Female,Antalya,Tablet,Credit Card,jacquelinerussell@example.com,Test A,Success
26,Female,Ankara,Mobile,Credit Card,manuel10@example.net,Test B,Failed
45,Male,Konya,Desktop,Bank Transfer,chris08@example.net,Test C,Failed
40,Female,Bursa,Desktop,Bank Transfer,tvazquez@example.com,Test C,Failed
22,Female,Ankara,Mobile,Credit Card,brittanynixon@example.org,Test B,Success
22,Female,Istanbul,Mobile,Digital Wallet,jessicaduke@example.com,Test B,Success
41,Female,Bursa,Desktop,Cash on Delivery,zacharygonzales@example.org,Test C,Failed
37,Female,Izmir,Tablet,Credit Card,brandoncarroll@example.net,Test A,Failed
21,Female,Istanbul,Mobile,Credit Card,roybrianna@example.com,Test B,Success
30,Female,Izmir,Mobile,Credit Card,garrett92@example.net,Test A,Failed
30,Male,Antalya,Mobile,Credit Card,franklinchristy@example.com,Test A,Success
28,Male,Antalya,Tablet,Credit Card,sean68@example.org,Test A,Success
33,Female,Konya,Desktop,Bank Transfer,gilbert18@example.net,Test C,Failed
38,Male,Bursa,Desktop,Cash on Delivery,mahoneykatherine@example.org,Test C,Failed
25,Female,Ankara,Mobile,Digital Wallet,heather30@example.net,Test B,Success
20,Female,Istanbul,Mobile,Credit Card,sherry08@example.com,Test B,Success
36,Female,Antalya,Tablet,Credit Card,ronaldlee@example.com,Test A,Success
42,Male,Konya,Desktop,Bank Transfer,hornalexander@example.net,Test C,Success
25,Female,Istanbul,Mobile,Digital Wallet,anthony22@example.org,Test B,Success
29,Male,Antalya,Tablet,Credit Card,kevinsawyer@example.org,Test A,Failed
40,Female,Antalya,Mobile,Credit Card,johnfoley@example.net,Test A,Success
38,Female,Bursa,Desktop,Bank Transfer,brooksjulie@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,banderson@example.net,Test B,Success
44,Female,Bursa,Desktop,Bank Transfer,raymondwall@example.net,Test C,Success
37,Female,Antalya,Mobile,Credit Card,kdunn@example.com,Test A,Failed
26,Female,Ankara,Mobile,Credit Card,odavies@example.org,Test B,Success
44,Male,Konya,Desktop,Bank Transfer,cathy66@example.com,Test C,Failed
26,Female,Istanbul,Mobile,Digital Wallet,hdavis@example.net,Test B,Success
28,Male,Izmir,Tablet,Credit Card,virginianewman@example.net,Test A,Success
45,Female,Bursa,Desktop,Cash on Delivery,marco15@example.net,Test C,Failed
20,Female,Ankara,Mobile,Credit Card,elliottmichael@example.org,Test B,Failed
44,Female,Bursa,Desktop,Cash on Delivery,stephanie67@example.net,Test C,Failed
44,Male,Bursa,Desktop,Cash on Delivery,bsalazar@example.net,Test C,Failed
36,Male,Izmir,Tablet,Credit Card,smacias@example.org,Test A,Success
42,Male,Bursa,Desktop,Bank Transfer,alansweeney@example.net,Test C,Success
21,Female,Istanbul,Mobile,Digital Wallet,thomaskristopher@example.org,Test B,Failed
20,Female,Istanbul,Mobile,Credit Card,lmcfarland@example.org,Test B,Success
38,Female,Antalya,Tablet,Credit Card,audreyvilla@example.org,Test A,Failed
40,Female,Konya,Desktop,Bank Transfer,uwood@example.com,Test C,Failed
34,Female,Konya,Desktop,Cash on Delivery,kennedyalexandra@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Credit Card,edwardscatherine@example.net,Test B,Success
38,Female,Konya,Desktop,Cash on Delivery,hsavage@example.com,Test C,Success
28,Male,Antalya,Mobile,Credit Card,kelly75@example.org,Test A,Success
38,Male,Konya,Desktop,Cash on Delivery,jason74@example.com,Test C,Failed
21,Female,Ankara,Mobile,Credit Card,jjimenez@example.org,Test B,Success
41,Female,Bursa,Desktop,Bank Transfer,roberto78@example.net,Test C,Failed
38,Female,Konya,Desktop,Bank Transfer,fmaynard@example.com,Test C,Failed
37,Male,Izmir,Tablet,Credit Card,cfletcher@example.net,Test A,Success
20,Female,Ankara,Mobile,Credit Card,isosa@example.com,Test B,Failed
35,Male,Bursa,Desktop,Cash on Delivery,samuel62@example.org,Test C,Failed
38,Female,Bursa,Desktop,Bank Transfer,wking@example.net,Test C,Success
25,Female,Istanbul,Mobile,Credit Card,michaelchandler@example.org,Test B,Success
45,Female,Bursa,Desktop,Bank Transfer,tkirk@example.org,Test C,Success
21,Female,Istanbul,Mobile,Credit Card,mathew69@example.net,Test B,Success
34,Female,Konya,Desktop,Cash on Delivery,ricardotorres@example.org,Test C,Failed
36,Female,Konya,Desktop,Bank Transfer,ojennings@example.org,Test C,Failed
30,Female,Izmir,Mobile,Credit Card,sandrapeters@example.com,Test A,Success
26,Female,Istanbul,Mobile,Digital Wallet,droy@example.org,Test B,Success
41,Male,Bursa,Desktop,Cash on Delivery,kimberlyparker@example.net,Test C,Failed
31,Female,Antalya,Mobile,Credit Card,vallison@example.com,Test A,Success
40,Male,Izmir,Mobile,Credit Card,johnsonpeter@example.net,Test A,Failed
21,Female,Ankara,Mobile,Digital Wallet,nguyenamber@example.org,Test B,Success
25,Female,Ankara,Mobile,Credit Card,hjones@example.net,Test B,Success
39,Female,Izmir,Mobile,Credit Card,fullerjoan@example.com,Test A,Success
38,Female,Bursa,Desktop,Cash on Delivery,brent37@example.net,Test C,Failed
28,Male,Antalya,Tablet,Credit Card,bmcclure@example.net,Test A,Success
25,Female,Ankara,Mobile,Digital Wallet,ojohnson@example.org,Test B,Failed
44,Male,Bursa,Desktop,Cash on Delivery,rachaelbrown@example.com,Test C,Failed
44,Female,Bursa,Desktop,Bank Transfer,kevinarmstrong@example.net,Test C,Success
37,Male,Bursa,Desktop,Bank Transfer,austinhernandez@example.com,Test C,Failed
34,Female,Konya,Desktop,Bank Transfer,vincentmartinez@example.net,Test C,Failed
24,Female,Istanbul,Mobile,Digital Wallet,yjohnson@example.com,Test B,Failed
37,Male,Antalya,Mobile,Credit Card,garrett92@example.net,Test A,Success
23,Female,Istanbul,Mobile,Credit Card,jenningswilliam@example.com,Test B,Success
29,Male,Izmir,Mobile,Credit Card,danny03@example.com,Test A,Success
26,Female,Istanbul,Mobile,Credit Card,natashawilliams@example.org,Test B,Success
22,Female,Istanbul,Mobile,Credit Card,sdaniels@example.com,Test B,Success
20,Female,Ankara,Mobile,Digital Wallet,tylergarcia@example.org,Test B,Success
38,Female,Konya,Desktop,Bank Transfer,marvinbrowning@example.org,Test C,Failed
31,Female,Izmir,Tablet,Credit Card,eric37@example.org,Test A,Success
32,Female,Antalya,Tablet,Credit Card,diazcaitlin@example.org,Test A,Success
43,Male,Konya,Desktop,Cash on Delivery,ojohnson@example.org,Test C,Failed
38,Male,Bursa,Desktop,Cash on Delivery,williamsandre@example.net,Test C,Failed
22,Female,Istanbul,Mobile,Digital Wallet,sandrapeters@example.com,Test B,Success
40,Female,Konya,Desktop,Cash on Delivery,wagnercory@example.net,Test C,Failed
23,Female,Ankara,Mobile,Credit Card,maryzimmerman@example.org,Test B,Success
23,Female,Istanbul,Mobile,Credit Card,yarmstrong@example.net,Test B,Success
38,Male,Izmir,Mobile,Credit Card,michaelkim@example.com,Test A,Success
